sw_raw,sw_norm_geom,sw_norm_min,global_sim,path_len,coverage,mean_path_sim,max_path_sim,diag_ratio,top_k_mean,len_ratio,id_a,id_b,label,combined_prob_cv,combined_prob_full
40.276031494140625,0.50337174798485,0.610242901426373,0.9322435855865479,66,1.0,0.6102429,0.78197896,0.11199985,0.77100044,0.6804123711340206,d2g3ra2,d7lvsb_,0,0.31339543932730807,0.3165572827159251
84.14069366455078,0.637429497458718,0.6953776335913288,0.9737356901168823,122,1.0082644628099173,0.71048474,0.8687642,0.07430224,0.82787806,0.8402777777777778,d1nhya1,d2hrkb_,1,0.9422625683372455,0.9448760330827319
87.3439712524414,0.4188400632433659,0.606555355919732,0.9401497840881348,144,1.0,0.6065553,0.76021665,0.03756329,0.7818524,0.4768211920529801,d1oo0a_,d3ij6a1,0,0.22151462285112838,0.2165907843452855
98.30413055419922,0.5046216465496274,0.5957826094193892,0.964717447757721,190,1.1515151515151516,0.5991731,0.8647133,0.0477923,0.77807,0.717391304347826,d1xjca_,d4tmza1,1,0.9659823544901247,0.963774140394829
54.300838470458984,0.608854811401882,0.6622053472007193,0.9599015712738037,82,1.0,0.6622054,0.8274206,0.113065675,0.773115,0.845360824742268,d1cvra1,d2bhua1,1,0.7726291919851447,0.7879449933085952
128.2734832763672,0.39364921753717597,0.6511344328749603,0.9559266567230225,211,1.0710659898477157,0.6681702,0.88720363,0.020918917,0.8436496,0.3654916512059369,d1daba_,d1ee6a_,1,0.8919216541220937,0.8840704666201424
23.3995418548584,0.4603213303485578,0.6157774172331157,0.8886531591415405,38,1.0,0.61577743,0.6768172,0.15515864,0.71105844,0.5588235294117647,d1dkca_,d7kcva2,0,0.03720913563635302,0.041543481828943254
79.58721160888672,0.39791616273366726,0.5451178877321008,0.9411341547966003,146,1.0,0.54511786,0.73018956,0.040004954,0.7330603,0.5328467153284672,d2uuia1,d3d03a_,0,0.1734769614402258,0.16387653560931725
230.8831329345703,0.6396268192240796,0.6485481262207031,0.968298077583313,363,1.0196629213483146,0.6944701,0.90105283,0.03229883,0.83370453,0.9726775956284153,d2aeua1,d3f0ha1,1,0.9923356542101186,0.9944801473886319
22.977128982543945,0.3158536096018214,0.6382535828484429,0.9239525198936462,36,1.0,0.63825357,0.7967112,0.07648161,0.72999704,0.24489795918367346,d2vmha_,d6avaa1,0,0.13843628286714063,0.1232123355217219
